m_reaction,m_gene_reaction_rule,m_metabolites,m_subsystem,m_gene,seq_uniprot,seq_kegg,seq_mapped_pdbs,seq_domains,seq_file,struct_id,struct_is_experimental,struct_percent_seq_cov,struct_pdb,struct_resolution,struct_chemicals,struct_domains,struct_homology_template,struct_file
GLCNtex,(b0241 or b0929 or b1377 or b2215),glcn_p;glcn_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
GLCNtex,(b0241 or b0929 or b1377 or b2215),glcn_p;glcn_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
GLCNtex,(b0241 or b0929 or b1377 or b2215),glcn_p;glcn_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
GLCP,(b3428 or b3417),pi_c;glycogen_c;g1p_c,Glycolysis/Gluconeogenesis,b3428,P0AC86,ecj:JW3391;eco:b3428,,,P0AC86.fasta,REP-PHSG_ECOLI,False,1.0,,,,,2amv,PHSG_ECOLI_model1_clean-X_clean.pdb
GLCP,(b3428 or b3417),pi_c;glycogen_c;g1p_c,Glycolysis/Gluconeogenesis,b3417,P00490,ecj:JW5689;eco:b3417,1AHP;1E4O;1L5V;1L5W;1L6I;1QM5;2ASV;2AV6;2AW3;2AZD;2ECP,d2gj4a1,P00490.fasta,REP-1ahp,True,0.9836888331242158,1ahp,3.0,GOL;SO4;PLP;MAL,d2gj4a1,,1ahp-A_clean.pdb
GLCP2,(b3417 or b3428),bglycogen_c;pi_c;g1p_c,Glycolysis/Gluconeogenesis,b3417,P00490,ecj:JW5689;eco:b3417,1AHP;1E4O;1L5V;1L5W;1L6I;1QM5;2ASV;2AV6;2AW3;2AZD;2ECP,d2gj4a1,P00490.fasta,REP-1ahp,True,0.9836888331242158,1ahp,3.0,GOL;SO4;PLP;MAL,d2gj4a1,,1ahp-A_clean.pdb
GLCP2,(b3417 or b3428),bglycogen_c;pi_c;g1p_c,Glycolysis/Gluconeogenesis,b3428,P0AC86,ecj:JW3391;eco:b3428,,,P0AC86.fasta,REP-PHSG_ECOLI,False,1.0,,,,,2amv,PHSG_ECOLI_model1_clean-X_clean.pdb
GLCRAL,b3126,pyr_c;5dh4dglc_c;2h3oppan_c,Alternate Carbon Metabolism,b3126,P23522,ecj:JW3095;eco:b3126,1DXE;1DXF,PDP:2VWSAa,P23522.fasta,REP-1dxe,True,0.98828125,1dxe,1.8,MG;PO4,PDP:2VWSAa,,1dxe-A_clean.pdb
GLCRD,(b2788 or b2787),h2o_c;5dh4dglc_c;glcr_c,Alternate Carbon Metabolism,b2787,P0AES2,ecj:JW2758;eco:b2787,1EC7;1EC8;1EC9;1ECQ;1JCT;1JDF;3PWG;3PWI;4GYP,PDP:4G8TAa,P0AES2.fasta,REP-1ec7,True,0.9618834080717489,1ec7,1.9,MG;IPA,PDP:4G8TAa,,1ec7-A_clean.pdb
GLCRD,(b2788 or b2787),h2o_c;5dh4dglc_c;glcr_c,Alternate Carbon Metabolism,b2788,Q46915,ecj:JW2759;eco:b2788,4GYP;4IL0,PDP:4G8TAa,Q46915.fasta,REP-4il0,True,0.9865470852017937,4il0,2.8,GOL;CIT,PDP:4G8TAa,,4il0-A_clean.pdb
GLCRt2rpp,(b3127 or b2789),h_p;glcr_p;glcr_c;h_c,"Transport, Inner Membrane",b2789,Q46916,ecj:JW2760;eco:b2789,,,Q46916.fasta,REP-GUDP_ECOLI,False,1.0,,,,,1pw4,GUDP_ECOLI_model1_clean-X_clean.pdb
GLCRt2rpp,(b3127 or b2789),h_p;glcr_p;glcr_c;h_c,"Transport, Inner Membrane",b3127,P0AA80,ecj:JW3096;eco:b3127,,,P0AA80.fasta,REP-GARP_ECOLI,False,1.0,,,,,1pw4,GARP_ECOLI_model1_clean-X_clean.pdb
GLCRtex,(b0241 or b0929 or b1377 or b2215),glcr_e;glcr_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
GLCRtex,(b0241 or b0929 or b1377 or b2215),glcr_e;glcr_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
GLCRtex,(b0241 or b0929 or b1377 or b2215),glcr_e;glcr_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
GLCRtex,(b0241 or b0929 or b1377 or b2215),glcr_e;glcr_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
GLCS1,b3429,adpglc_c;h_c;glycogen_c;adp_c,Glycolysis/Gluconeogenesis,b3429,P0A6U8,ecj:JW3392;eco:b3429,2QZS;2R4T;2R4U;3COP;3CX4;3D1J;3GUH,PDP:2R4TAa;PDP:2R4TAb,P0A6U8.fasta,REP-2qzs,True,1.0,2qzs,2.2,ADP;250;GLC,PDP:2R4TAa;PDP:2R4TAb,,2qzs-A_clean.pdb
GLCTR1,b3631,icolipa_c;udp_c;udpg_c;h_c;gicolipa_c,Lipopolysaccharide Biosynthesis / Recycling,b3631,P25740,ecj:JW3606;eco:b3631,2IV7;2IW1;2N58,d2iw1a1;PDP:2N58A_,P25740.fasta,REP-2iw1,True,0.9893048128342246,2iw1,1.5,U2F,d2iw1a1,,2iw1-A_clean.pdb
GLCTR2,b3627,ggagicolipa_c;gagicolipa_c;udp_c;udpg_c;h_c,Lipopolysaccharide Biosynthesis / Recycling,b3627,P27128,ecj:JW3602;eco:b3627,,,P27128.fasta,REP-RFAI_ECOLI,False,1.0,,,,,1ss9,RFAI_ECOLI_model1_clean-X_clean.pdb
GLCTR3,b3626,ggagicolipa_c;gggagicolipa_c;udp_c;udpg_c;h_c,Lipopolysaccharide Biosynthesis / Recycling,b3626,P27129,ecj:JW3601;eco:b3626,,,P27129.fasta,REP-RFAJ_ECOLI,False,1.0,,,,,1ss9,RFAJ_ECOLI_model1_clean-X_clean.pdb
GLCUR1Ptex,(b0241 or b0929 or b1377 or b2215),glcur1p_p;glcur1p_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
GLCUR1Ptex,(b0241 or b0929 or b1377 or b2215),glcur1p_p;glcur1p_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
GLCUR1Ptex,(b0241 or b0929 or b1377 or b2215),glcur1p_p;glcur1p_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
GLCUR1Ptex,(b0241 or b0929 or b1377 or b2215),glcur1p_p;glcur1p_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
GLCURt2rpp,(b3909 or b3093),glcur_c;h_c;h_p;glcur_p,"Transport, Inner Membrane",b3909,P0A712,ecj:JW5560;eco:b3909,,,P0A712.fasta,REP-KDGT_ECOLI,False,1.0,,,,,3zux,KDGT_ECOLI_model1_clean-X_clean.pdb
GLCURt2rpp,(b3909 or b3093),glcur_c;h_c;h_p;glcur_p,"Transport, Inner Membrane",b3093,P0AA78,ecj:JW3064;eco:b3093,,,P0AA78.fasta,REP-EXUT_ECOLI,False,0.9152542372881356,,,,,1pw4,EXUT_ECOLI_model1_clean-X_clean.pdb
GLCURtex,(b0241 or b0929 or b1377 or b2215),glcur_e;glcur_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
GLCURtex,(b0241 or b0929 or b1377 or b2215),glcur_e;glcur_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
GLCURtex,(b0241 or b0929 or b1377 or b2215),glcur_e;glcur_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
GLCURtex,(b0241 or b0929 or b1377 or b2215),glcur_e;glcur_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
GLCabcpp,(b2149 and b2148 and b2150),h2o_c;atp_c;glc__D_p;h_c;adp_c;glc__D_c;pi_c,"Transport, Inner Membrane",b2149,P0AAG8,ecj:JW2136;eco:b2149,,,P0AAG8.fasta,REP-MGLA_ECOLI,False,1.0,,,,,3ozx,MGLA_ECOLI_model1_clean-X_clean.pdb
GLCabcpp,(b2149 and b2148 and b2150),h2o_c;atp_c;glc__D_p;h_c;adp_c;glc__D_c;pi_c,"Transport, Inner Membrane",b2150,P0AEE5,ecj:JW2137;eco:b2150,1GLG;2FVY;2FW0;2GBP;2HPH;2IPL;2IPM;2IPN;2QW1,d2fvya1,P0AEE5.fasta,REP-2fvy,True,0.9186746987951807,2fvy,0.92,GOL;CA;CO2;BGC;ACT,d2fvya1,,2fvy-A_clean.pdb
GLCabcpp,(b2149 and b2148 and b2150),h2o_c;atp_c;glc__D_p;h_c;adp_c;glc__D_c;pi_c,"Transport, Inner Membrane",b2148,P23200,ecj:JW2135;eco:b2148,,,P23200.fasta,REP-MGLC_ECOLI,False,1.0,,,,,2foz,MGLC_ECOLI_model1_clean-X_clean.pdb
GLCptspp,((b1621 and b2415 and b2417 and b2416) or (b1101 and b2416 and b2415 and b2417) or (b1819 and b2415 and b1818 and b1817 and b2416)),pep_c;pyr_c;glc__D_p;g6p_c,"Transport, Inner Membrane",b1101,P69786,ecj:JW1087;eco:b1101,1IBA;1O2F;3BP3;3BP8,d1ibaa_;PDP:3BP3Aa,P69786.fasta,REP-PTGCB_ECOLI,False,1.0,,,,,1iba,PTGCB_ECOLI_model1_clean-X_clean.pdb
GLCptspp,((b1621 and b2415 and b2417 and b2416) or (b1101 and b2416 and b2415 and b2417) or (b1819 and b2415 and b1818 and b1817 and b2416)),pep_c;pyr_c;glc__D_p;g6p_c,"Transport, Inner Membrane",b2415,P0AA04,ecj:JW2408;eco:b2415,1CM2;1CM3;1GGR;1HDN;1J6T;1OPD;1PFH;1POH;1VRC;2JEL;2LRK;2LRL;2XDF;3CCD;3EZA;3EZB;3EZE;4XWJ;5YA0;5YA1;5YA2,PDP:3CCDAa,P0AA04.fasta,REP-3ccd,True,0.9764705882352941,3ccd,1.0,SO4,PDP:3CCDAa,,3ccd-A_clean.pdb
GLCptspp,((b1621 and b2415 and b2417 and b2416) or (b1101 and b2416 and b2415 and b2417) or (b1819 and b2415 and b1818 and b1817 and b2416)),pep_c;pyr_c;glc__D_p;g6p_c,"Transport, Inner Membrane",b1817,P69797,ecj:JW1806;eco:b1817,1PDO;1VRC;1VSQ;2JZH;2JZN;2JZO,d1pdoa_;d1nrza_,P69797.fasta,REP-PTNAB_ECOLI,False,1.0,,,,,2jzn,PTNAB_ECOLI_model1_clean-X_clean.pdb
GLCptspp,((b1621 and b2415 and b2417 and b2416) or (b1101 and b2416 and b2415 and b2417) or (b1819 and b2415 and b1818 and b1817 and b2416)),pep_c;pyr_c;glc__D_p;g6p_c,"Transport, Inner Membrane",b1818,P69801,ecj:JW1807;eco:b1818,,,P69801.fasta,REP-PTNC_ECOLI,False,1.0,,,,,,PTNC_ECOLI_model1_clean-X_clean.pdb
GLCptspp,((b1621 and b2415 and b2417 and b2416) or (b1101 and b2416 and b2415 and b2417) or (b1819 and b2415 and b1818 and b1817 and b2416)),pep_c;pyr_c;glc__D_p;g6p_c,"Transport, Inner Membrane",b2416,P08839,ecj:JW2409;eco:b2416,1EZA;1EZB;1EZC;1EZD;1ZYM;2EZA;2EZB;2EZC;2HWG;2KX9;2L5H;2MP0;2N5T;2XDF;3EZA;3EZB;3EZE,d1zyma1;d1zyma2;PDP:2HROAa;PDP:2HROAb;PDP:2HROAc,P08839.fasta,REP-2hwg,True,0.9634782608695652,2hwg,2.7,MG;OXL,PDP:2HROAa;PDP:2HROAb;PDP:2HROAc,,2hwg-A_clean.pdb
GLCptspp,((b1621 and b2415 and b2417 and b2416) or (b1101 and b2416 and b2415 and b2417) or (b1819 and b2415 and b1818 and b1817 and b2416)),pep_c;pyr_c;glc__D_p;g6p_c,"Transport, Inner Membrane",b2417,P69783,ecj:JW2410;eco:b2417,1F3G;1F3Z;1GGR;1GLA;1GLB;1GLC;1GLD;1GLE;1O2F;2F3G;2MP0;4JBW,d1gpra_,P69783.fasta,REP-4jbw,True,0.8875739644970414,4jbw,3.913,PGV,PDP:3RLFGa;PDP:3RLFGb;PDP:3RLFFa;PDP:3RLFFb;PDP:3RLFFc;d1oxxk1;d1oxxk2;d1gpra_,,4jbw-M_clean.pdb
GLCptspp,((b1621 and b2415 and b2417 and b2416) or (b1101 and b2416 and b2415 and b2417) or (b1819 and b2415 and b1818 and b1817 and b2416)),pep_c;pyr_c;glc__D_p;g6p_c,"Transport, Inner Membrane",b1621,P19642,ecj:JW1613;eco:b1621,,,P19642.fasta,REP-PTOCB_ECOLI,False,1.0,,,,,1iba,PTOCB_ECOLI_model1_clean-X_clean.pdb
GLCptspp,((b1621 and b2415 and b2417 and b2416) or (b1101 and b2416 and b2415 and b2417) or (b1819 and b2415 and b1818 and b1817 and b2416)),pep_c;pyr_c;glc__D_p;g6p_c,"Transport, Inner Membrane",b1819,P69805,ecj:JW1808;eco:b1819,6K1H,,P69805.fasta,REP-6k1h,True,0.9300699300699301,6k1h,3.52,MAN,,,6k1h-C_clean.pdb
GLCt2pp,b2943,glc__D_c;glc__D_p;h_c;h_p,"Transport, Inner Membrane",b2943,P0AEP1,ecj:JW2910;eco:b2943,,,P0AEP1.fasta,REP-GALP_ECOLI,False,1.0,,,,,1pw4,GALP_ECOLI_model1_clean-X_clean.pdb
GLCtex,(b0241 or b0929 or b1377 or b2215),glc__D_p;glc__D_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
GLCtex,(b0241 or b0929 or b1377 or b2215),glc__D_p;glc__D_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
GLCtex,(b0241 or b0929 or b1377 or b2215),glc__D_p;glc__D_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
GLCtex,(b0241 or b0929 or b1377 or b2215),glc__D_p;glc__D_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
GLCtexi,b4036,glc__D_p;glc__D_e,"Transport, Outer Membrane",b4036,P02943,ecj:JW3996;eco:b4036,1AF6;1MAL;1MPM;1MPN;1MPO;1MPQ,d2mpra_,P02943.fasta,REP-1af6,True,0.9439461883408071,1af6,2.4,MG;FRU;GLC,d2mpra_,,1af6-A_clean.pdb
GLDBRAN2,b3431,bglycogen_c;glycogen_c,Glycolysis/Gluconeogenesis,b3431,P15067,ecj:JW3394;eco:b3431,2WSK,PDP:2WSKAa;PDP:2WSKAb;PDP:2WSKAc;PDP:2WSKAd;PDP:2WSKAe,P15067.fasta,REP-2wsk,True,0.9954337899543378,2wsk,2.25,SO4,PDP:2WSKAa;PDP:2WSKAb;PDP:2WSKAc;PDP:2WSKAd;PDP:2WSKAe,,2wsk-A_clean.pdb
GLGC,b3430,ppi_c;atp_c;h_c;adpglc_c;g1p_c,Glycolysis/Gluconeogenesis,b3430,P0A6V1,ecj:JW3393;eco:b3430,5L6S;5L6V;5MNI,PDP:3BRKXa;PDP:3BRKXb;PDP:3BRKXc,P0A6V1.fasta,REP-5l6v,True,0.9791183294663574,5l6v,2.667,PO4;AMP;SUC,PDP:3BRKXa;PDP:3BRKXb;PDP:3BRKXc,,5l6v-A_clean.pdb
GLNS,b3870,atp_c;glu__L_c;h_c;adp_c;pi_c;nh4_c;gln__L_c,Glutamate Metabolism,b3870,P0A9C5,ecj:JW3841;eco:b3870,,,P0A9C5.fasta,REP-GLNA_ECOLI,False,1.0,,,,,1f1h,GLNA_ECOLI_model1_clean-X_clean.pdb
GLNabcpp,(b0811 and b0809 and b0810),h2o_c;atp_c;gln__L_p;h_c;adp_c;pi_c;gln__L_c,"Transport, Inner Membrane",b0809,P10346,ecj:JW0794;eco:b0809,,,P10346.fasta,REP-GLNQ_ECOLI,False,1.0,,,,,2q0h,GLNQ_ECOLI_model1_clean-X_clean.pdb
GLNabcpp,(b0811 and b0809 and b0810),h2o_c;atp_c;gln__L_p;h_c;adp_c;pi_c;gln__L_c,"Transport, Inner Membrane",b0811,P0AEQ3,ecj:JW0796;eco:b0811,1GGG;1WDN,PDP:4KQPAa;PDP:4KQPAb,P0AEQ3.fasta,REP-1wdn,True,0.891566265060241,1wdn,1.94,,PDP:4KQPAa;PDP:4KQPAb,,1wdn-A_clean.pdb
GLNabcpp,(b0811 and b0809 and b0810),h2o_c;atp_c;gln__L_p;h_c;adp_c;pi_c;gln__L_c,"Transport, Inner Membrane",b0810,P0AEQ6,ecj:JW0795;eco:b0810,,,P0AEQ6.fasta,REP-GLNP_ECOLI,False,1.0,,,,,3dhw,GLNP_ECOLI_model1_clean-X_clean.pdb
GLNtex,(b0929 or b1377 or b2215 or b0241),gln__L_e;gln__L_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
GLNtex,(b0929 or b1377 or b2215 or b0241),gln__L_e;gln__L_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
GLNtex,(b0929 or b1377 or b2215 or b0241),gln__L_e;gln__L_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
GLNtex,(b0929 or b1377 or b2215 or b0241),gln__L_e;gln__L_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
GLTPD,b2091,nadh_c;tag6p__D_c;galt1p_c;nad_c;h_c,Alternate Carbon Metabolism,b2091,P0A9S3,ecj:JW2075;eco:b2091,4A2C;4UEJ;4UEK;4UEO,PDP:4UEJAa;PDP:4UEJAb,P0A9S3.fasta,REP-4uej,True,1.0,4uej,1.74,GOL;ZN,PDP:4UEJAa;PDP:4UEJAb,,4uej-A_clean.pdb
GLU5K,b0242,glu__L_c;glu5p_c;atp_c;adp_c,Arginine and Proline Metabolism,b0242,P0A7B5,ecj:JW0232;eco:b0242,2J5T;2J5V;2W21,PDP:4Q1TAa;PDP:4Q1TAb;PDP:4Q1TAc;PDP:2W21Aa;PDP:2W21Ab,P0A7B5.fasta,REP-2j5v,True,0.8773841961852861,2j5v,2.5,SO4;MG;RGP,PDP:4Q1TAa;PDP:4Q1TAb;PDP:4Q1TAc,,2j5v-A_clean.pdb
GLUABUTt7pp,b1492,glu__L_p;glu__L_c;4abut_p;4abut_c,"Transport, Inner Membrane",b1492,P63235,ecj:JW1487;eco:b1492,4DJI;4DJK,PDP:4DJKAa,P63235.fasta,REP-4djk,True,0.8825831702544031,4djk,3.097,,PDP:4DJKAa,,4djk-A_clean.pdb
GLUCYS,b2688,cys__L_c;pi_c;atp_c;glu__L_c;h_c;adp_c;glucys_c,Cofactor and Prosthetic Group Biosynthesis,b2688,P0A6W9,ecj:JW2663;eco:b2688,1V4G;1VA6;2D32;2D33,d1va6a_,P0A6W9.fasta,REP-1va6,True,0.971042471042471,1va6,2.1,P2S;MG;ADP;P6G,d1va6a_,,1va6-A_clean.pdb
GLUDC,(b3517 or b1493),glu__L_c;co2_c;h_c;4abut_c,Glutamate Metabolism,b3517,P69908,ecj:JW3485;eco:b3517,1XEY,d1xeya_,P69908.fasta,REP-1xey,True,0.9613733905579399,1xey,2.05,GUA;ACT;PLP,d1xeya_,,1xey-A_clean.pdb
GLUDC,(b3517 or b1493),glu__L_c;co2_c;h_c;4abut_c,Glutamate Metabolism,b1493,P69910,ecj:JW1488;eco:b1493,1PMM;1PMO;2DGK;2DGL;2DGM;3FZ6;3FZ7;3FZ8,d1xeya_,P69910.fasta,REP-2dgm,True,0.9699570815450643,2dgm,1.95,IOD;PLP;FMT;ACY;PEG,d1xeya_,,2dgm-A_clean.pdb
GLUDy,(b1761 or (b3213 and b3212)),akg_c;h2o_c;nadp_c;nadph_c;glu__L_c;h_c;nh4_c,Glutamate Metabolism,b3213,P09832,ecj:JW3180;eco:b3213,,,P09832.fasta,REP-GLTD_ECOLI,False,1.0,,,,,2vdc,GLTD_ECOLI_model1_clean-X_clean.pdb
GLUDy,(b1761 or (b3213 and b3212)),akg_c;h2o_c;nadp_c;nadph_c;glu__L_c;h_c;nh4_c,Glutamate Metabolism,b1761,P00370,ecj:JW1750;eco:b1761,2YFH;3SBO;4BHT,d1bgva1;d1bgva2,P00370.fasta,REP-4bht,True,0.9888143176733781,4bht,2.5,GOL;PG4;EPE,d1bgva1;d1bgva2,,4bht-A_clean.pdb
GLUDy,(b1761 or (b3213 and b3212)),akg_c;h2o_c;nadp_c;nadph_c;glu__L_c;h_c;nh4_c,Glutamate Metabolism,b3212,P09831,ecj:JW3179;eco:b3212,,,P09831.fasta,REP-GLTB_ECOLI,False,1.0,,,,,2vdc,GLTB_ECOLI_model1_clean-X_clean.pdb
GLUN,(b0485 or b1524),glu__L_c;nh4_c;h2o_c;gln__L_c,Glutamate Metabolism,b1524,P0A6W0,ecj:JW1517;eco:b1524,,,P0A6W0.fasta,REP-GLSA2_ECOLI,False,1.0,,,,,1u60,GLSA2_ECOLI_model1_clean-X_clean.pdb
GLUN,(b0485 or b1524),glu__L_c;nh4_c;h2o_c;gln__L_c,Glutamate Metabolism,b0485,P77454,ecj:JW0474;eco:b0485,1U60,d1u60a_,P77454.fasta,REP-1u60,True,0.9967741935483871,1u60,1.61,EDO;FMT,d1u60a_,,1u60-A_clean.pdb
GLUNpp,b2957,glu__L_p;gln__L_p;nh4_p;h2o_p,Glutamate Metabolism,b2957,P00805,ecj:JW2924;eco:b2957,1HO3;1IHD;1JAZ;1JJA;1NNS;3ECA;4ECA;5MQ5;6EOK,d1o7ja_,P00805.fasta,REP-5mq5,True,0.7423167848699763,5mq5,1.6,,,,5mq5-A_clean.pdb
GLUPRT,b2312,pram_c;h2o_c;ppi_c;glu__L_c;prpp_c;gln__L_c,Purine and Pyrimidine Biosynthesis,b2312,P0AG16,ecj:JW2309;eco:b2312,1ECB;1ECC;1ECF;1ECG;1ECJ;6CZF,d1ecfa1;d1ecfa2,P0AG16.fasta,REP-1ecf,True,0.9742574257425742,1ecf,2.0,PIN,d1ecfa1;d1ecfa2,,1ecf-A_clean.pdb
