,fatcat_domain,u_uniprot_acc,pdb
8582,PDP:4EADAb,P07650,1OTP
8583,PDP:4EADAa,P07650,1TPT
8584,PDP:4EADAb,P07650,1TPT
8585,PDP:4EADAa,P07650,2TPT
8586,PDP:4EADAb,P07650,2TPT
8587,PDP:4EADAa,P07650,4EAD
8588,PDP:4EADAb,P07650,4EAD
8589,PDP:4EADAa,P07650,4EAF
8590,PDP:4EADAb,P07650,4EAF
8591,PDP:4EADAa,P07650,4LHM
8592,PDP:4EADAb,P07650,4LHM
8593,PDP:4RJ2Aa,P0ABP8,1A69
8596,PDP:4RJ2Aa,P0ABP8,1ECP
8602,PDP:4RJ2Aa,P0ABP8,1K9S
8608,PDP:4RJ2Aa,P0ABP8,1OTX
8611,PDP:4RJ2Aa,P0ABP8,1OTY
8614,PDP:4RJ2Aa,P0ABP8,1OU4
8617,PDP:4RJ2Aa,P0ABP8,1OUM
8620,PDP:4RJ2Aa,P0ABP8,1OV6
8623,PDP:4RJ2Aa,P0ABP8,1OVG
8626,PDP:4RJ2Aa,P0ABP8,3ONV
8629,PDP:4RJ2Aa,P0ABP8,3OOE
8635,PDP:4RJ2Aa,P0ABP8,3OOH
8653,PDP:4RJ2Aa,P0ABP8,3OPV
8665,PDP:4RJ2Aa,P0ABP8,3UT6
8668,PDP:4RJ2Aa,P0ABP8,4TS3
8674,PDP:4RJ2Aa,P0ABP8,4TS9
8677,PDP:4RJ2Aa,P0ABP8,4TTA
8683,PDP:4RJ2Aa,P0ABP8,4TTI
8689,PDP:4RJ2Aa,P0ABP8,4TTJ
8692,d1euwa_,P06968,1DUD
8693,d1euwa_,P06968,1DUP
8694,d1euwa_,P06968,1EU5
8695,d1euwa_,P06968,1EUW
8696,d1euwa_,P06968,1RN8
8697,d1euwa_,P06968,1RNJ
8698,d1euwa_,P06968,1SEH
8699,d1euwa_,P06968,1SYL
8700,d1euwa_,P06968,2HR6
8701,d1euwa_,P06968,2HRM
8702,PDP:5JAZAa,P45568,1JVS
8703,PDP:5JAZAb,P45568,1JVS
8704,PDP:5JAZAc,P45568,1JVS
8705,PDP:5JAZAd,P45568,1JVS
8710,PDP:5JAZAa,P45568,1K5H
8711,PDP:5JAZAb,P45568,1K5H
8712,PDP:5JAZAc,P45568,1K5H
8713,PDP:5JAZAd,P45568,1K5H
8722,PDP:5JAZAa,P45568,1ONN
8723,PDP:5JAZAb,P45568,1ONN
8724,PDP:5JAZAc,P45568,1ONN
8725,PDP:5JAZAd,P45568,1ONN
8730,PDP:5JAZAa,P45568,1ONO
8731,PDP:5JAZAb,P45568,1ONO
8732,PDP:5JAZAc,P45568,1ONO
8733,PDP:5JAZAd,P45568,1ONO
8738,PDP:5JAZAa,P45568,1ONP
8739,PDP:5JAZAb,P45568,1ONP
8740,PDP:5JAZAc,P45568,1ONP
8741,PDP:5JAZAd,P45568,1ONP
8746,PDP:5JAZAa,P45568,1Q0H
8747,PDP:5JAZAb,P45568,1Q0H
8748,PDP:5JAZAc,P45568,1Q0H
8749,PDP:5JAZAd,P45568,1Q0H
8750,PDP:5JAZAa,P45568,1Q0L
8751,PDP:5JAZAb,P45568,1Q0L
8752,PDP:5JAZAc,P45568,1Q0L
8753,PDP:5JAZAd,P45568,1Q0L
8754,PDP:5JAZAa,P45568,1Q0Q
8755,PDP:5JAZAb,P45568,1Q0Q
8756,PDP:5JAZAc,P45568,1Q0Q
8757,PDP:5JAZAd,P45568,1Q0Q
8762,PDP:5JAZAa,P45568,1T1R
8763,PDP:5JAZAb,P45568,1T1R
8764,PDP:5JAZAc,P45568,1T1R
8765,PDP:5JAZAd,P45568,1T1R
8770,PDP:5JAZAa,P45568,1T1S
8771,PDP:5JAZAb,P45568,1T1S
8772,PDP:5JAZAc,P45568,1T1S
8773,PDP:5JAZAd,P45568,1T1S
8778,PDP:5JAZAa,P45568,2EGH
8779,PDP:5JAZAb,P45568,2EGH
8780,PDP:5JAZAc,P45568,2EGH
8781,PDP:5JAZAd,P45568,2EGH
8786,PDP:5JAZAa,P45568,3ANL
8787,PDP:5JAZAb,P45568,3ANL
8788,PDP:5JAZAc,P45568,3ANL
8789,PDP:5JAZAd,P45568,3ANL
8794,PDP:5JAZAa,P45568,3ANM
8795,PDP:5JAZAb,P45568,3ANM
8796,PDP:5JAZAc,P45568,3ANM
8797,PDP:5JAZAd,P45568,3ANM
8802,PDP:5JAZAa,P45568,3ANN
8803,PDP:5JAZAb,P45568,3ANN
8804,PDP:5JAZAc,P45568,3ANN
8805,PDP:5JAZAd,P45568,3ANN
8810,PDP:5JAZAa,P45568,3R0I
8811,PDP:5JAZAb,P45568,3R0I
8812,PDP:5JAZAc,P45568,3R0I
8813,PDP:5JAZAd,P45568,3R0I
8818,PDP:2O1SAa,P77488,2O1S
8819,PDP:2O1SAb,P77488,2O1S
8820,PDP:2O1SAc,P77488,2O1S
8830,PDP:2ITMAa,P09099,2ITM
8831,PDP:2ITMAb,P09099,2ITM
8832,PDP:2ITMAc,P09099,2ITM
8836,PDP:2ITMAa,P09099,2NLX
8837,PDP:2ITMAb,P09099,2NLX
8838,PDP:2ITMAc,P09099,2NLX
8842,PDP:4O59Oa,P0A9B2,1DC3
8843,PDP:4O59Ob,P0A9B2,1DC3
8846,PDP:4O59Oa,P0A9B2,1DC4
8847,PDP:4O59Ob,P0A9B2,1DC4
8850,PDP:4O59Oa,P0A9B2,1DC5
8851,PDP:4O59Ob,P0A9B2,1DC5
8854,PDP:4O59Oa,P0A9B2,1DC6
8855,PDP:4O59Ob,P0A9B2,1DC6
8858,PDP:4O59Oa,P0A9B2,1GAD
8859,PDP:4O59Ob,P0A9B2,1GAD
8862,PDP:4O59Oa,P0A9B2,1GAE
8863,PDP:4O59Ob,P0A9B2,1GAE
8866,PDP:4O59Oa,P0A9B2,1S7C
8867,PDP:4O59Ob,P0A9B2,1S7C
8868,PDP:4O59Oa,P0A9B2,2VYN
8869,PDP:4O59Ob,P0A9B2,2VYN
8874,PDP:4O59Oa,P0A9B2,2VYV
8875,PDP:4O59Ob,P0A9B2,2VYV
8880,PDP:4O59Oa,P0A9B6,2X5J
8881,PDP:4O59Ob,P0A9B6,2X5J
8888,PDP:4O59Oa,P0A9B6,2X5K
8889,PDP:4O59Ob,P0A9B6,2X5K
8896,PDP:4O59Oa,P0A9B6,2XF8
8897,PDP:4O59Ob,P0A9B6,2XF8
8928,PDP:4ZJUAa,P0AEK4,1C14
8930,PDP:4ZJUAa,P0AEK4,1D8A
8932,PDP:4ZJUAa,P0AEK4,1DFG
8934,PDP:4ZJUAa,P0AEK4,1DFH
8936,PDP:4ZJUAa,P0AEK4,1DFI
8940,PDP:4ZJUAa,P0AEK4,1I2Z
8942,PDP:4ZJUAa,P0AEK4,1I30
8944,PDP:4ZJUAa,P0AEK4,1LX6
8946,PDP:4ZJUAa,P0AEK4,1LXC
8948,PDP:4ZJUAa,P0AEK4,1MFP
8950,PDP:4ZJUAa,P0AEK4,1QG6
8954,PDP:4ZJUAa,P0AEK4,1QSG
8962,PDP:4ZJUAa,P0AEK4,2FHS
8964,PDP:4ZJUAa,P0AEK4,3PJD
8966,PDP:4ZJUAa,P0AEK4,3PJE
8968,PDP:4ZJUAa,P0AEK4,3PJF
8970,PDP:4ZJUAa,P0AEK4,4JQC
8972,PDP:4ZJUAa,P0AEK4,4JX8
8974,PDP:4ZJUAa,P0AEK4,5CFZ
8976,PDP:4ZJUAa,P0AEK4,5CG1
8978,PDP:4ZJUAa,P0AEK4,5CG2
8980,d2c0aa1,P0A955,1EUN
8983,d2c0aa1,P0A955,1FQ0
8986,d2c0aa1,P0A955,1FWR
8989,d2c0aa1,P0A955,1WAU
8990,d2c0aa1,P0A955,1WBH
8993,d2c0aa1,P0A955,2C0A
8996,d2akza1,P0A6P9,1E9I
8997,d2akza2,P0A6P9,1E9I
9004,d2akza1,P0A6P9,2FYM
9005,d2akza2,P0A6P9,2FYM
9012,d2akza1,P0A6P9,3H8A
9013,d2akza2,P0A6P9,3H8A
9020,PDP:3ABQBa,P19636,3ABO
9021,PDP:3ABQBb,P19636,3ABO
9024,PDP:3ABQBa,P19636,3ABQ
9025,PDP:3ABQBb,P19636,3ABQ
9028,PDP:3ABQBa,P19636,3ABR
9029,PDP:3ABQBb,P19636,3ABR
9032,PDP:3ABQBa,P19636,3ABS
9033,PDP:3ABQBb,P19636,3ABS
9036,PDP:3ANYBa,P19636,3ANY
9037,PDP:3ANYBb,P19636,3ANY
9040,PDP:3ANYBa,P19636,3AO0
9041,PDP:3ANYBb,P19636,3AO0
9044,PDP:3ABQAa,P0AEJ6,3ABO
9045,PDP:3ABQAb,P0AEJ6,3ABO
9046,PDP:3ABQAc,P0AEJ6,3ABO
9050,PDP:3ABQAa,P0AEJ6,3ABQ
9051,PDP:3ABQAb,P0AEJ6,3ABQ
9052,PDP:3ABQAc,P0AEJ6,3ABQ
9056,PDP:3ABQAa,P0AEJ6,3ABR
9057,PDP:3ABQAb,P0AEJ6,3ABR
9058,PDP:3ABQAc,P0AEJ6,3ABR
9062,PDP:3ABQAa,P0AEJ6,3ABS
9063,PDP:3ABQAb,P0AEJ6,3ABS
9064,PDP:3ABQAc,P0AEJ6,3ABS
9068,PDP:3ABQAa,P0AEJ6,3ANY
9069,PDP:3ABQAb,P0AEJ6,3ANY
9070,PDP:3ABQAc,P0AEJ6,3ANY
9074,PDP:3ABQAa,P0AEJ6,3AO0
9075,PDP:3ABQAb,P0AEJ6,3AO0
9076,PDP:3ABQAc,P0AEJ6,3AO0
9080,PDP:4RZ4Aa,P78055,1L6W
9090,PDP:4RZ4Aa,P78055,4RXF
9100,PDP:4RZ4Aa,P78055,4RXG
9110,PDP:4RZ4Aa,P78055,4RZ4
9120,PDP:4RZ4Aa,P78055,4S1F
9140,PDP:2HF2Aa,P75792,1RLM
9141,PDP:2HF2Ab,P75792,1RLM
9148,PDP:2HF2Aa,P75792,1RLO
9149,PDP:2HF2Ab,P75792,1RLO
9156,PDP:2HF2Aa,P75792,1RLT
9157,PDP:2HF2Ab,P75792,1RLT
9164,PDP:2HF2Aa,P75792,2HF2
9165,PDP:2HF2Ab,P75792,2HF2
9168,d1c8ua1,P0AGG2,1C8U
9169,d1c8ua2,P0AGG2,1C8U
9172,d1qfja1,P0AEN1,1QFJ
9173,d1qfja2,P0AEN1,1QFJ
9180,PDP:4HTRAa,P17846,1AOP
9181,PDP:4HTRAb,P17846,1AOP
9182,PDP:4HTRAc,P17846,1AOP
9183,PDP:4HTRAa,P17846,2AOP
9184,PDP:4HTRAb,P17846,2AOP
9185,PDP:4HTRAc,P17846,2AOP
9186,PDP:4HTRAa,P17846,2GEP
9187,PDP:4HTRAb,P17846,2GEP
9188,PDP:4HTRAc,P17846,2GEP
9189,PDP:4HTRAa,P17846,3AOP
9190,PDP:4HTRAb,P17846,3AOP
9191,PDP:4HTRAc,P17846,3AOP
9192,PDP:4HTRAa,P17846,3GEO
9193,PDP:4HTRAb,P17846,3GEO
9194,PDP:4HTRAc,P17846,3GEO
9195,PDP:4HTRAa,P17846,4AOP
9196,PDP:4HTRAb,P17846,4AOP
9197,PDP:4HTRAc,P17846,4AOP
9198,PDP:4G38Aa,P17846,4G38
9199,PDP:4G38Ab,P17846,4G38
9200,PDP:4G38Ac,P17846,4G38
9201,PDP:4G38Aa,P17846,4G39
9202,PDP:4G38Ab,P17846,4G39
9203,PDP:4G38Ac,P17846,4G39
9204,PDP:4HTRAa,P17846,4GEP
9205,PDP:4HTRAb,P17846,4GEP
9206,PDP:4HTRAc,P17846,4GEP
9207,PDP:4HTRAa,P17846,4HTR
9208,PDP:4HTRAb,P17846,4HTR
9209,PDP:4HTRAc,P17846,4HTR
9210,PDP:4HTRAa,P17846,5AOP
9211,PDP:4HTRAb,P17846,5AOP
9212,PDP:4HTRAc,P17846,5AOP
9213,PDP:4HTRAa,P17846,5GEP
9214,PDP:4HTRAb,P17846,5GEP
9215,PDP:4HTRAc,P17846,5GEP
9216,PDP:4HTRAa,P17846,6GEP
9217,PDP:4HTRAb,P17846,6GEP
9218,PDP:4HTRAc,P17846,6GEP
9219,PDP:4HTRAa,P17846,7GEP
9220,PDP:4HTRAb,P17846,7GEP
9221,PDP:4HTRAc,P17846,7GEP
9222,PDP:4HTRAa,P17846,8GEP
9223,PDP:4HTRAb,P17846,8GEP
9224,PDP:4HTRAc,P17846,8GEP
9225,d1ddga1,P38038,1DDG
9226,d1ddga2,P38038,1DDG
9229,d1ddga1,P38038,1DDI
9230,d1ddga2,P38038,1DDI
9231,d1ykga1,P38038,1YKG
9232,PDP:3ELFAa,P0AB71,1B57
9233,PDP:3ELFAb,P0AB71,1B57
9236,PDP:3ELFAa,P0AB71,1DOS
9237,PDP:3ELFAb,P0AB71,1DOS
9240,PDP:3ELFAa,P0AB71,1GYN
9241,PDP:3ELFAb,P0AB71,1GYN
9242,PDP:3ELFAa,P0AB71,1ZEN
9243,PDP:3ELFAb,P0AB71,1ZEN
9244,PDP:3D1RAa,P0A9C9,1NI9
9245,PDP:3D1RAb,P0A9C9,1NI9
9246,PDP:3D1RAa,P0A9C9,2R8T
9247,PDP:3D1RAb,P0A9C9,2R8T
9248,PDP:3D1RAa,P0A9C9,3BIG
9249,PDP:3D1RAb,P0A9C9,3BIG
9250,PDP:3D1RAa,P0A9C9,3BIH
9251,PDP:3D1RAb,P0A9C9,3BIH
9252,PDP:3D1RAa,P0A9C9,3D1R
9253,PDP:3D1RAb,P0A9C9,3D1R
9254,d1nuya_,P0A993,2GQ1
9255,d1nuya_,P0A993,2OWZ
9256,d1nuya_,P0A993,2OX3
9257,d1nuya_,P0A993,2Q8M
9259,d1nuya_,P0A993,2QVR
9260,PDP:3A9SAa,P69922,1FUI
9261,PDP:3A9SAb,P69922,1FUI
9272,PDP:4C24Aa,P0AB87,1DZU
9273,PDP:4C24Ab,P0AB87,1DZU
9274,PDP:4C24Aa,P0AB87,1DZV
9275,PDP:4C24Ab,P0AB87,1DZV
9276,PDP:4C24Aa,P0AB87,1DZW
9277,PDP:4C24Ab,P0AB87,1DZW
9278,PDP:4C24Aa,P0AB87,1DZX
9279,PDP:4C24Ab,P0AB87,1DZX
9280,PDP:4C24Aa,P0AB87,1DZY
9281,PDP:4C24Ab,P0AB87,1DZY
9282,PDP:4C24Aa,P0AB87,1DZZ
9283,PDP:4C24Ab,P0AB87,1DZZ
9284,PDP:4C24Aa,P0AB87,1E46
9285,PDP:4C24Ab,P0AB87,1E46
9286,PDP:4C24Aa,P0AB87,1E47
9287,PDP:4C24Ab,P0AB87,1E47
9288,PDP:4C24Aa,P0AB87,1E48
9289,PDP:4C24Ab,P0AB87,1E48
9290,PDP:4C24Aa,P0AB87,1E49
9291,PDP:4C24Ab,P0AB87,1E49
9292,PDP:4C24Aa,P0AB87,1E4A
9293,PDP:4C24Ab,P0AB87,1E4A
9294,PDP:4C24Aa,P0AB87,1E4B
9295,PDP:4C24Ab,P0AB87,1E4B
9296,PDP:4C24Aa,P0AB87,1E4C
9297,PDP:4C24Ab,P0AB87,1E4C
9298,PDP:4C24Aa,P0AB87,1FUA
9299,PDP:4C24Ab,P0AB87,1FUA
9300,PDP:4C24Aa,P0AB87,2FUA
9301,PDP:4C24Ab,P0AB87,2FUA
9302,PDP:4C24Aa,P0AB87,3FUA
9303,PDP:4C24Ab,P0AB87,3FUA
9304,PDP:4C24Aa,P0AB87,4FUA
9305,PDP:4C24Ab,P0AB87,4FUA
9306,d1kqfa1,P24183,1KQF
9307,d1kqfa2,P24183,1KQF
9308,d1kqfa1,P24183,1KQG
9309,d1kqfa2,P24183,1KQG
9310,d1kqfb1,P0AAJ3,1KQF
9311,d1kqfb2,P0AAJ3,1KQF
9312,d1kqfb1,P0AAJ3,1KQG
9313,d1kqfb2,P0AAJ3,1KQG
9314,d1kqfc_,P0AEK7,1KQF
9315,d1kqfc_,P0AEK7,1KQG
9316,d1nqka_,P80645,1M41
9318,d1nqka_,P80645,1NQK
9319,PDP:3I8SAa,P33650,3HYR
9320,PDP:3I8SAb,P33650,3HYR
9321,PDP:3I8SAc,P33650,3HYR
9328,PDP:3I8SAa,P33650,3HYT
9329,PDP:3I8SAb,P33650,3HYT
9330,PDP:3I8SAc,P33650,3HYT
9337,PDP:3I8SAa,P33650,3I8S
9338,PDP:3I8SAb,P33650,3I8S
9339,PDP:3I8SAc,P33650,3I8S
9346,PDP:3I8SAa,P33650,3I8X
9347,PDP:3I8SAb,P33650,3I8X
9348,PDP:3I8SAc,P33650,3I8X
9355,PDP:3I8SAa,P33650,3I92
9356,PDP:3I8SAb,P33650,3I92
9357,PDP:3I8SAc,P33650,3I92
9364,PDP:3I8SAa,P33650,4Q00
9365,PDP:3I8SAb,P33650,4Q00
9366,PDP:3I8SAc,P33650,4Q00
9373,PDP:3I8SAa,P33650,4Q5I
9374,PDP:3I8SAb,P33650,4Q5I
9375,PDP:3I8SAc,P33650,4Q5I
9391,PDP:3I8SAa,P33650,4R98
9392,PDP:3I8SAb,P33650,4R98
9393,PDP:3I8SAc,P33650,4R98
9397,d1kmoa_,P13036,1KMO
9398,d1kmoa_,P13036,1KMP
9399,d1kmoa_,P13036,1PNZ
9400,d1kmoa_,P13036,1PO0
9401,d1kmoa_,P13036,1PO3
9403,PDP:1ZZVAa,P13036,1ZZV
9404,PDP:2D1UAa,P13036,2D1U
9405,PDP:2M6KAa,P0AEL6,2M6K
9406,PDP:2M6KAb,P0AEL6,2M6K
9407,PDP:2M6KAa,P0AEL6,2M6L
9408,PDP:2M6KAb,P0AEL6,2M6L
9409,PDP:3TLKAa,P0AEL6,3TLK
9410,PDP:3TLKAb,P0AEL6,3TLK
9415,PDP:2HDIAa,P17315,2HDF
9416,PDP:2HDIAa,P17315,2HDI
9417,PDP:4CU4Aa,P06971,1BY3
9418,PDP:4CU4Aa,P06971,1BY5
9419,PDP:4CU4Aa,P06971,1FCP
9420,PDP:4CU4Aa,P06971,1FI1
9421,PDP:4CU4Aa,P06971,1QFF
9422,PDP:4CU4Aa,P06971,1QFG
9423,PDP:4CU4Aa,P06971,1QJQ
9424,PDP:4CU4Aa,P06971,1QKC
9425,PDP:4CU4Aa,P06971,2FCP
9426,PDP:4CU4Aa,P06971,2GRX
9428,d1fepa_,P05825,1FEP
9429,PDP:5FNPAa,P69506,5FNN
9430,PDP:5FNPAb,P69506,5FNN
9433,PDP:5FNPAa,P69506,5FNP
9434,PDP:5FNPAb,P69506,5FNP
9437,PDP:5FNPAa,P69506,5FNY
9438,PDP:5FNPAb,P69506,5FNY
9441,d2iv2x1,P07658,1AA6
9442,d2iv2x2,P07658,1AA6
9443,d2iv2x1,P07658,1FDI
9444,d2iv2x2,P07658,1FDI
9445,d2iv2x1,P07658,1FDO
9446,d2iv2x2,P07658,1FDO
9447,d2iv2x1,P07658,2IV2
9448,d2iv2x2,P07658,2IV2
9449,d1oboa_,P61949,1AG9
9451,d1oboa_,P61949,1AHN
9452,d1oboa_,P61949,2MOK
9453,d1oboa_,P0ABY4,2MT9
9454,d1oboa_,P0ABY4,2MTB
9455,PDP:3FPKAa,P28861,1FDR
9456,PDP:3FPKAb,P28861,1FDR
9457,PDP:3FPKAa,P28861,2XNJ
9458,PDP:3FPKAb,P28861,2XNJ
9461,PDP:4PTZAa,P80644,4PTY
9465,PDP:4PTZAa,P80644,4PTZ
9469,PDP:4PTZAa,P80644,4PU0
9473,d1q7ea_,P69902,1PQY
9474,d1q7ea_,P69902,1PT5
9476,d1q7ea_,P69902,1PT7
9478,d1q7ea_,P69902,1PT8
9480,d1q7ea_,P69902,1Q6Y
9481,d1q7ea_,P69902,1Q7E
9482,d1kf6d_,P0A8Q3,1KF6
9484,d1kf6d_,P0A8Q3,1KFY
9486,d1kf6d_,P0A8Q3,1L0V
9488,d1kf6d_,P0A8Q3,2B76
9490,d1kf6d_,P0A8Q3,3CIR
9492,d1kf6d_,P0A8Q3,3P4P
9494,d1kf6d_,P0A8Q3,3P4Q
9496,d1kf6d_,P0A8Q3,3P4R
9498,d1kf6d_,P0A8Q3,3P4S
9500,d1kf6d_,P0A8Q3,4KX6
9502,d1kf6c_,P0A8Q0,1KF6
9504,d1kf6c_,P0A8Q0,1KFY
9506,d1kf6c_,P0A8Q0,1L0V
9508,d1kf6c_,P0A8Q0,2B76
9510,d1kf6c_,P0A8Q0,3CIR
9512,d1kf6c_,P0A8Q0,3P4P
9514,d1kf6c_,P0A8Q0,3P4Q
9516,d1kf6c_,P0A8Q0,3P4R
9518,d1kf6c_,P0A8Q0,3P4S
9520,d1kf6b1,P0AC47,1KF6
9521,d1kf6b2,P0AC47,1KF6
9524,d1kf6b1,P0AC47,1KFY
9525,d1kf6b2,P0AC47,1KFY
9528,d1kf6b1,P0AC47,1L0V
9529,d1kf6b2,P0AC47,1L0V
9532,d1kf6b1,P0AC47,2B76
9533,d1kf6b2,P0AC47,2B76
9536,d1kf6b1,P0AC47,3CIR
9537,d1kf6b2,P0AC47,3CIR
9540,d1kf6b1,P0AC47,3P4P
9541,d1kf6b2,P0AC47,3P4P
9544,d1kf6b1,P0AC47,3P4Q
9545,d1kf6b2,P0AC47,3P4Q
9548,d1kf6b1,P0AC47,3P4R
9549,d1kf6b2,P0AC47,3P4R
9552,d1kf6b1,P0AC47,3P4S
9553,d1kf6b2,P0AC47,3P4S
9556,PDP:2WDQAa,P00363,1KF6
9557,PDP:2WDQAb,P00363,1KF6
9560,PDP:2WDQAa,P00363,1KFY
9561,PDP:2WDQAb,P00363,1KFY
9564,PDP:2WDQAa,P00363,1L0V
9565,PDP:2WDQAb,P00363,1L0V
9568,PDP:2WDQAa,P00363,2B76
9569,PDP:2WDQAb,P00363,2B76
9572,PDP:2WDQAa,P00363,3CIR
9573,PDP:2WDQAb,P00363,3CIR
9576,PDP:2WDQAa,P00363,3P4P
9577,PDP:2WDQAb,P00363,3P4P
9580,PDP:2WDQAa,P00363,3P4Q
9581,PDP:2WDQAb,P00363,3P4Q
9584,PDP:2WDQAa,P00363,3P4R
9585,PDP:2WDQAb,P00363,3P4R
9588,PDP:2WDQAa,P00363,3P4S
9589,PDP:2WDQAb,P00363,3P4S
9592,PDP:2WDQAa,P00363,4KX6
9593,PDP:2WDQAb,P00363,4KX6
9596,PDP:3O7QAa,P11551,3O7P
9597,PDP:3O7QAb,P11551,3O7P
9598,PDP:3O7QAa,P11551,3O7Q
9599,PDP:3O7QAb,P11551,3O7Q
9600,PDP:4ADMAa,P05042,1FUO
9601,PDP:4ADMAb,P05042,1FUO
9602,PDP:4ADMAc,P05042,1FUO
9606,PDP:4ADMAa,P05042,1FUP
9607,PDP:4ADMAb,P05042,1FUP
9608,PDP:4ADMAc,P05042,1FUP
9612,PDP:4ADMAa,P05042,1FUQ
9613,PDP:4ADMAb,P05042,1FUQ
9614,PDP:4ADMAc,P05042,1FUQ
9618,PDP:4ADMAa,P05042,1FUR
9619,PDP:4ADMAb,P05042,1FUR
9620,PDP:4ADMAc,P05042,1FUR
9624,PDP:4ADMAa,P05042,1KQ7
9625,PDP:4ADMAb,P05042,1KQ7
9626,PDP:4ADMAc,P05042,1KQ7
9630,PDP:4ADMAa,P05042,1YFE
9631,PDP:4ADMAb,P05042,1YFE
9632,PDP:4ADMAc,P05042,1YFE
9633,PDP:4ADMAa,P05042,2FUS
9634,PDP:4ADMAb,P05042,2FUS
9635,PDP:4ADMAc,P05042,2FUS
9639,d1fwya1,P0ACC7,1FWY
9640,d1fwya2,P0ACC7,1FWY
9643,d1fwya1,P0ACC7,1FXJ
9644,d1fwya2,P0ACC7,1FXJ
9647,d1hm9a1,P0ACC7,1HV9
9648,d1hm9a2,P0ACC7,1HV9
9651,d1hm9a1,P0ACC7,2OI5
9652,d1hm9a2,P0ACC7,2OI5
9655,d1hm9a1,P0ACC7,2OI6
9656,d1hm9a2,P0ACC7,2OI6
9659,d1hm9a1,P0ACC7,2OI7
9660,d1hm9a2,P0ACC7,2OI7
9663,PDP:4AA7Aa,P0ACC7,3TWD
9665,PDP:4AA7Aa,P0ACC7,4AA7
9667,PDP:3NTLAa,P19926,1NT4
9668,PDP:3NTLAb,P19926,1NT4
9671,d1fxoa_,P37744,1H5R
9675,d1fxoa_,P37744,1H5S
9679,d1fxoa_,P37744,1H5T
9683,d1fxoa_,P61887,1MC3
9685,PDP:3LV0Aa,P0ADG4,2QFL
9686,PDP:3LV0Ab,P0ADG4,2QFL
9687,d2b82a1,P0AE22,1N8N
9688,d2b82a1,P0AE22,1N9K
9690,d2b82a1,P0AE22,1RMQ
9692,d2b82a1,P0AE22,1RMT
9696,d2b82a1,P0AE22,1RMY
9698,d2b82a1,P0AE22,2B82
9700,d2b82a1,P0AE22,2B8J
9702,d2b82a1,P0AE22,2G1A
9704,d2b82a1,P0AE22,2HEG
9706,d2b82a1,P0AE22,2HF7
9708,d2b82a1,P0AE22,3CZ4
9709,PDP:4AQ4Aa,P0AG80,4AQ4
9710,PDP:4AQ4Ab,P0AG80,4AQ4
9711,PDP:2QCUAa,P13035,2QCU
9712,PDP:2QCUAb,P13035,2QCU
9713,PDP:2QCUAc,P13035,2QCU
9714,PDP:2QCUAd,P13035,2QCU
9715,PDP:2QCUAe,P13035,2QCU
9721,PDP:2QCUAa,P13035,2R45
9722,PDP:2QCUAb,P13035,2R45
9723,PDP:2QCUAc,P13035,2R45
9724,PDP:2QCUAd,P13035,2R45
9725,PDP:2QCUAe,P13035,2R45
9731,PDP:2QCUAa,P13035,2R46
9732,PDP:2QCUAb,P13035,2R46
9733,PDP:2QCUAc,P13035,2R46
9734,PDP:2QCUAd,P13035,2R46
9735,PDP:2QCUAe,P13035,2R46
9741,PDP:2QCUAa,P13035,2R4E
9742,PDP:2QCUAb,P13035,2R4E
9743,PDP:2QCUAc,P13035,2R4E
9744,PDP:2QCUAd,P13035,2R4E
9745,PDP:2QCUAe,P13035,2R4E
9751,PDP:2QCUAa,P13035,2R4J
9752,PDP:2QCUAb,P13035,2R4J
9753,PDP:2QCUAc,P13035,2R4J
9754,PDP:2QCUAd,P13035,2R4J
9755,PDP:2QCUAe,P13035,2R4J
9761,PDP:5HJ5Aa,P0A759,1CD5
9762,PDP:5HJ5Aa,P0A759,1DEA
9764,PDP:5HJ5Aa,P0A759,1FQO
9766,PDP:5HJ5Aa,P0A759,1FRZ
9768,PDP:5HJ5Aa,P0A759,1FS5
9770,PDP:5HJ5Aa,P0A759,1FS6
9771,PDP:5HJ5Aa,P0A759,1FSF
9772,PDP:5HJ5Aa,P0A759,1HOR
9774,PDP:5HJ5Aa,P0A759,1HOT
9776,PDP:5HJ5Aa,P0A759,1JT9
9777,PDP:5HJ5Aa,P0A759,2WU1
9779,PDP:3LAZAa,P39829,3LAZ
9781,PDP:5J49Aa,P0AEP3,2E3D
9785,d2fvya1,P0AEE5,1GLG
9786,d2fvya1,P0AEE5,2FVY
9787,d2fvya1,P0AEE5,2FW0
9788,d2fvya1,P0AEE5,2GBP
9789,d2fvya1,P0AEE5,2HPH
9790,d2fvya1,P0AEE5,2IPL
9791,d2fvya1,P0AEE5,2IPM
9792,d2fvya1,P0AEE5,2IPN
9793,d2fvya1,P0AEE5,2QW1
9794,PDP:2VK2Aa,P39325,2VK2
9795,PDP:2VK2Ab,P39325,2VK2
9796,PDP:4ZZ1Aa,P08179,1C2T
9797,PDP:4ZZ1Ab,P08179,1C2T
9800,PDP:4ZZ1Aa,P08179,1C3E
9801,PDP:4ZZ1Ab,P08179,1C3E
9804,PDP:4ZZ1Aa,P08179,1CDD
9805,PDP:4ZZ1Ab,P08179,1CDD
9808,PDP:4ZZ1Aa,P08179,1CDE
9809,PDP:4ZZ1Ab,P08179,1CDE
9816,PDP:4ZZ1Aa,P08179,1GAR
9817,PDP:4ZZ1Ab,P08179,1GAR
